// B_b_T;Control;MT_Working;Omega;k_pb;k_pe;m_m;
{0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-1.37877268571173772E-05,5.45691250408708584E-07,1.83623124030418694E-05,-1.41280670504784212E-05,4.40779473365182639E-07,1.81035939021967351E-05,-1.44676287163747475E-05,3.49826223100535572E-07,1.78343943844083697E-05,-1.48058352351654321E-05,2.72995066552539356E-07,1.75549448613310233E-05,0.00000000000000000E+00,0.00000000000000000E+00,0.00000000000000000E+00};{5.00000000000000000E-01,5.00000000000000000E-01,-5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-1.04604987427592278E-05,2.31824196816887707E-06,2.03261915885377675E-05,-1.07789910543942824E-05,2.08586811822897289E-06,2.01835173356812447E-05,-1.11020235635805875E-05,1.86490092346502934E-06,2.00284994207322598E-05,-1.14291069621685892E-05,1.65568053489550948E-06,1.98612651729490608E-05,-1.17597192001994699E-05,1.45853027788689360E-06,1.96819619304733351E-05};{-5.00000000000000000E-01,5.00000000000000000E-01,-5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-7.63106982049066573E-06,5.18601154908537865E-06,2.10526468436000869E-05,-7.87845874583581463E-06,4.86124645249219611E-06,2.10380676435306668E-05,-8.13481256045633927E-06,4.54368091595824808E-06,2.10105245059821755E-05,-8.39973836264107376E-06,4.23379560743342154E-06,2.09700301638804376E-05,-8.67286325956229120E-06,3.93205573345767334E-06,2.09165937121724710E-05};{-5.00000000000000000E-01,-5.00000000000000000E-01,-5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-5.72556973565951921E-06,8.71541851665824652E-06,2.04940952244214714E-05,-5.86545502301305532E-06,8.34736056276597083E-06,2.06064396479632705E-05,-6.01722058490850031E-06,7.98121800471562892E-06,2.07064986170735210E-05,-6.18067406321642920E-06,7.61754245104384609E-06,2.07941629923880100E-05,-6.35556398265180178E-06,7.25689642422366887E-06,2.08693181775743142E-05};{3.00000011920928955E-01,-5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-5.01241174788447097E-06,1.23753052321262658E-05,1.87322693818714470E-05,-5.02606053487397730E-06,1.20193863040185533E-05,1.89578568097203970E-05,-5.05270418216241524E-06,1.16597529995488003E-05,1.91730323422234505E-05,-5.09228993905708194E-06,1.12969592009903863E-05,1.93775522348005325E-05,-5.14477869728580117E-06,1.09315697045531124E-05,1.95711945707444102E-05};{5.00000000000000000E-01,-5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-5.57867952011292800E-06,1.56091755343368277E-05,1.59636692842468619E-05,-5.46583396499045193E-06,1.53201435750816017E-05,1.62782125698868185E-05,-5.36514562554657459E-06,1.50221540025086142E-05,1.65851834026398137E-05,-5.27679094375343993E-06,1.47156915772939101E-05,1.68842561834026128E-05,-5.20089633937459439E-06,1.44012565215234645E-05,1.71751198649872094E-05};{5.00000000000000000E-01,-5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-7.32638227418647148E-06,1.79068974830443040E-05,1.24789912661071867E-05,-7.10477570464718156E-06,1.77316869667265564E-05,1.28499596030451357E-05,-6.89282751409336925E-06,1.75433597178198397E-05,1.32168825075495988E-05,-6.69083647153456695E-06,1.73422631633002311E-05,1.35793870867928490E-05,-6.49910543870646507E-06,1.71287683770060539E-05,1.39371004479471594E-05};{5.00000000000000000E-01,-5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-9.99219992081634700E-06,1.88717531273141503E-05,8.63349578139605001E-06,-9.69456141319824383E-06,1.88433004950638860E-05,9.02344982023350894E-06,-9.40274185268208385E-06,1.87991918210173026E-05,9.41321195568889380E-06,-9.11719143914524466E-06,1.87396017281571403E-05,9.80239747150335461E-06,-8.83830034581478685E-06,1.86647230293601751E-05,1.01906171039445326E-05};{5.00000000000000000E-01,5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-1.31882925415993668E-05,1.82740332093089819E-05,4.80981998407514766E-06,-1.28573919937480241E-05,1.84067430382128805E-05,5.18035267305094749E-06,-1.25278038467513397E-05,1.85232238436583430E-05,5.55449787498218939E-06,-1.21999946713913232E-05,1.86234392458572984E-05,5.93188315178849734E-06,-1.18744228529976681E-05,1.87073856068309397E-05,6.31214197710505687E-06};{5.00000000000000000E-01,5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-1.64641896844841540E-05,1.60786166816251352E-05,1.38206837618781719E-06,-1.61460156959947199E-05,1.63669537869282067E-05,1.69717986864270642E-06,-1.58245838974835351E-05,1.66405006893910468E-05,2.01927718990191352E-06,-1.55003363033756614E-05,1.68990427482640371E-05,2.34804610954597592E-06,-1.51737185660749674E-05,1.71423544088611379E-05,2.68317899099201895E-06};{5.00000000000000000E-01,5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
{-1.93725063581950963E-05,1.24489088193513453E-05,-1.32035881961201085E-06,-1.91098260984290391E-05,1.28680076159071177E-05,-1.09063910258555552E-06,-1.88399208127520978E-05,1.32756013044854626E-05,-8.51284198688517790E-07,-1.85631542990449816E-05,1.36712769744917750E-05,-6.02540069394308375E-07,-1.82798848982201889E-05,1.40546617330983281E-05,-3.44621923886734294E-07};{5.00000000000000000E-01,5.00000000000000000E-01,5.00000000000000000E-01};{1.00000000000000000E+00,1.00000000000000000E+00,1.00000000000000000E+00};{0.00000000000000000E+00,0.00000000000000000E+00,1.00000001490116119E-01};2.00000000000000000E+00;8.00000000000000000E+00;1.50000000000000000E+01
